optimization_id,node_id,product_id,date,inventory
SCIP Solver_2025-03-13_17-44-19,DC2,PROD2,2026-02-06,65.82883782324916
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-03-13,78.05395035459526
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-04-12,81.16361614254265
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-05-12,84.27373385127146
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-06-11,87.3842552274748
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-07-11,85.82894682379674
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-08-10,82.71862169257236
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-09-09,81.16361614254265
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-10-09,79.60872344837742
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-11-08,82.71862169257236
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2025-12-08,85.82894682379674
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2026-01-07,88.93965405582549
SCIP Solver_2025-03-13_17-44-19,S1,PROD1,2026-02-06,93.60634801168749
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-03-13,58.04560167258603
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-04-12,59.95903563707623
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-05-12,61.873121144376114
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-06-11,65.70301899648132
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-07-11,67.61873353397618
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-08-10,71.45148856098854
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-09-09,73.36845978304564
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-10-09,75.28578649993972
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-11-08,74.32708042394506
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2025-12-08,71.45148856098854
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2026-01-07,67.61873353397618
SCIP Solver_2025-03-13_17-44-19,S1,PROD2,2026-02-06,63.787799541823915
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-03-13,78.05395035459526
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-04-12,81.16361614254265
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-05-12,84.27373385127146
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-06-11,87.3842552274748
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-07-11,85.82894682379674
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-08-10,82.71862169257236
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-09-09,81.16361614254265
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-10-09,79.60872344837742
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-11-08,82.71862169257236
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2025-12-08,85.82894682379674
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2026-01-07,88.93965405582549
SCIP Solver_2025-03-13_17-44-19,S2,PROD1,2026-02-06,93.60634801168749
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-03-13,58.04560167258603
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-04-12,59.95903563707623
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-05-12,61.873121144376114
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-06-11,65.70301899648132
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-07-11,67.61873353397618
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-08-10,71.45148856098854
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-09-09,73.36845978304564
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-10-09,75.28578649993972
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-11-08,74.32708042394506
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2025-12-08,71.45148856098854
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2026-01-07,67.61873353397618
SCIP Solver_2025-03-13_17-44-19,S2,PROD2,2026-02-06,63.787799541823915
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-03-13,81.4589424287708
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-04-12,84.70081746716949
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-05-12,87.94328819807481
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-06-11,91.18629107526226
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-07-11,89.56472673095038
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-08-10,86.32198256621518
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-09-09,84.70081746716949
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-10-09,83.07980112773521
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-11-08,86.32198256621518
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2025-12-08,89.56472673095038
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2026-01-07,92.80797463638339
SCIP Solver_2025-03-13_17-44-19,S3,PROD1,2026-02-06,97.67368123746462
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-03-13,59.91825372950302
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-04-12,61.88762737926015
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-05-12,63.85784740883196
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-06-11,67.8005314362955
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-07-11,69.7728686334666
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-08-10,73.71926713678158
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-09-09,75.69323855356208
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-10-09,77.66767241705656
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-11-08,76.68039991192677
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2025-12-08,73.71926713678158
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2026-01-07,69.7728686334666
SCIP Solver_2025-03-13_17-44-19,S3,PROD2,2026-02-06,65.82883782324927
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-03-13,81.4589424287708
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-04-12,84.70081746716949
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-05-12,87.94328819807481
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-06-11,91.18629107526226
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-07-11,89.56472673095038
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-08-10,86.32198256621518
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-09-09,84.70081746716949
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-10-09,83.07980112773521
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-11-08,86.32198256621518
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2025-12-08,89.56472673095038
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2026-01-07,92.80797463638339
SCIP Solver_2025-03-13_17-44-19,S4,PROD1,2026-02-06,97.67368123746462
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-03-13,59.91825372950302
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-04-12,61.88762737926015
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-05-12,63.85784740883196
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-06-11,67.8005314362955
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-07-11,69.7728686334666
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-08-10,73.71926713678158
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-09-09,75.69323855356208
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-10-09,77.66767241705656
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-11-08,76.68039991192677
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2025-12-08,73.71926713678158
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2026-01-07,69.7728686334666
SCIP Solver_2025-03-13_17-44-19,S4,PROD2,2026-02-06,65.82883782324927
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-03-13,78.0539503545953
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-04-12,81.16361614254261
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-05-12,84.27373385127149
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-06-11,87.38425522747474
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-07-11,85.82894682379671
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-08-10,82.71862169257236
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-09-09,81.16361614254261
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-10-09,79.60872344837745
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-11-08,82.71862169257236
Heuristic_2025-03-13_17-44-19,S1,PROD1,2025-12-08,85.82894682379671
Heuristic_2025-03-13_17-44-19,S1,PROD1,2026-01-07,88.93965405582547
Heuristic_2025-03-13_17-44-19,S1,PROD1,2026-02-06,93.60634801168747
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-03-13,58.045601672586045
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-04-12,59.95903563707623
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-05-12,61.87312114437609
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-06-11,65.70301899648135
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-07-11,67.6187335339762
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-08-10,71.45148856098854
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-09-09,73.36845978304567
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-10-09,75.28578649993973
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-11-08,74.32708042394508
Heuristic_2025-03-13_17-44-19,S1,PROD2,2025-12-08,71.45148856098854
Heuristic_2025-03-13_17-44-19,S1,PROD2,2026-01-07,67.6187335339762
Heuristic_2025-03-13_17-44-19,S1,PROD2,2026-02-06,63.787799541823915
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-03-13,78.0539503545953
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-04-12,81.16361614254261
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-05-12,84.27373385127149
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-06-11,87.38425522747474
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-07-11,85.82894682379671
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-08-10,82.71862169257236
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-09-09,81.16361614254261
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-10-09,79.60872344837745
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-11-08,82.71862169257236
Heuristic_2025-03-13_17-44-19,S2,PROD1,2025-12-08,85.82894682379671
Heuristic_2025-03-13_17-44-19,S2,PROD1,2026-01-07,88.93965405582547
Heuristic_2025-03-13_17-44-19,S2,PROD1,2026-02-06,93.60634801168747
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-03-13,58.045601672586045
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-04-12,59.95903563707623
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-05-12,61.87312114437609
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-06-11,65.70301899648135
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-07-11,67.6187335339762
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-08-10,71.45148856098854
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-09-09,73.36845978304567
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-10-09,75.28578649993973
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-11-08,74.32708042394508
Heuristic_2025-03-13_17-44-19,S2,PROD2,2025-12-08,71.45148856098854
Heuristic_2025-03-13_17-44-19,S2,PROD2,2026-01-07,67.6187335339762
Heuristic_2025-03-13_17-44-19,S2,PROD2,2026-02-06,63.787799541823915
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-03-13,81.45894242877078
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-04-12,84.70081746716947
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-05-12,87.94328819807484
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-06-11,91.1862910752623
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-07-11,89.56472673095038
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-08-10,86.32198256621523
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-09-09,84.70081746716947
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-10-09,83.07980112773524
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-11-08,86.32198256621523
Heuristic_2025-03-13_17-44-19,S3,PROD1,2025-12-08,89.56472673095038
Heuristic_2025-03-13_17-44-19,S3,PROD1,2026-01-07,92.8079746363834
Heuristic_2025-03-13_17-44-19,S3,PROD1,2026-02-06,97.67368123746459
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-03-13,59.91825372950298
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-04-12,61.88762737926019
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-05-12,63.85784740883201
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-06-11,67.80053143629547
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-07-11,69.77286863346662
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-08-10,73.71926713678162
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-09-09,75.69323855356207
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-10-09,77.66767241705651
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-11-08,76.68039991192677
Heuristic_2025-03-13_17-44-19,S3,PROD2,2025-12-08,73.71926713678162
Heuristic_2025-03-13_17-44-19,S3,PROD2,2026-01-07,69.77286863346662
Heuristic_2025-03-13_17-44-19,S3,PROD2,2026-02-06,65.82883782324926
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-03-13,81.45894242877078
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-04-12,84.70081746716947
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-05-12,87.94328819807484
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-06-11,91.1862910752623
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-07-11,89.56472673095038
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-08-10,86.32198256621523
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-09-09,84.70081746716947
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-10-09,83.07980112773524
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-11-08,86.32198256621523
Heuristic_2025-03-13_17-44-19,S4,PROD1,2025-12-08,89.56472673095038
Heuristic_2025-03-13_17-44-19,S4,PROD1,2026-01-07,92.8079746363834
Heuristic_2025-03-13_17-44-19,S4,PROD1,2026-02-06,97.67368123746459
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-03-13,59.91825372950298
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-04-12,61.88762737926019
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-05-12,63.85784740883201
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-06-11,67.80053143629547
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-07-11,69.77286863346662
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-08-10,73.71926713678162
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-09-09,75.69323855356207
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-10-09,77.66767241705651
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-11-08,76.68039991192677
Heuristic_2025-03-13_17-44-19,S4,PROD2,2025-12-08,73.71926713678162
Heuristic_2025-03-13_17-44-19,S4,PROD2,2026-01-07,69.77286863346662
Heuristic_2025-03-13_17-44-19,S4,PROD2,2026-02-06,65.82883782324926
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-03-13,156.1079007091906
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-04-12,162.32723228508522
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-05-12,168.54746770254297
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-06-11,174.76851045494948
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-07-11,171.65789364759343
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-08-10,165.4372433851447
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-09-09,162.32723228508522
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-10-09,159.2174468967549
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-11-08,165.4372433851447
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2025-12-08,171.65789364759343
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2026-01-07,177.87930811165094
Heuristic_2025-03-13_17-44-19,DC1,PROD1,2026-02-06,187.21269602337495
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-03-13,116.09120334517209
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-04-12,119.91807127415245
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-05-12,123.74624228875219
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-06-11,131.4060379929627
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-07-11,135.2374670679524
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-08-10,142.90297712197707
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-09-09,146.73691956609133
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-10-09,150.57157299987946
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-11-08,148.65416084789015
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2025-12-08,142.90297712197707
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2026-01-07,135.2374670679524
Heuristic_2025-03-13_17-44-19,DC1,PROD2,2026-02-06,127.57559908364783
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-03-13,162.91788485754157
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-04-12,169.40163493433894
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-05-12,175.88657639614968
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-06-11,182.3725821505246
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-07-11,179.12945346190077
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-08-10,172.64396513243045
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-09-09,169.40163493433894
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-10-09,166.15960225547047
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-11-08,172.64396513243045
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2025-12-08,179.12945346190077
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2026-01-07,185.6159492727668
Heuristic_2025-03-13_17-44-19,DC2,PROD1,2026-02-06,195.34736247492918
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-03-13,119.83650745900596
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-04-12,123.77525475852038
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-05-12,127.71569481766402
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-06-11,135.60106287259094
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-07-11,139.54573726693323
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-08-10,147.43853427356325
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-09-09,151.38647710712414
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-10-09,155.33534483411302
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-11-08,153.36079982385354
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2025-12-08,147.43853427356325
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2026-01-07,139.54573726693323
Heuristic_2025-03-13_17-44-19,DC2,PROD2,2026-02-06,131.65767564649852
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-03-13,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-04-12,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-05-12,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-06-11,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-07-11,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-08-10,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-09-09,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-10-09,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-11-08,2500.0
Heuristic_2025-03-13_17-44-19,P1,PROD1,2025-12-08,2500.0
